0,1,2,3,4,5,6,7,8,9
-0.0012095752969502145,-0.0049452104352143535,-0.001363179727039682,1.7445078601692314e-05,5.134875640203443e-05,0.00017734682956862827,0.00036426921021323274,9.69016523783509e-05,-0.00044970199076264233,0.0014385391102114534
-0.0013809695117857248,-0.0053572894683487915,-0.0015343973714397215,2.846607826555659e-05,-3.0310377230016338e-05,0.000200398580411413,0.0004436050570739571,0.0001331415826454279,-0.000486621846013369,0.00160296211453258
-0.0015618117757739756,-0.005767395023343008,-0.00170430993052148,-4.3343808243795e-06,-0.00016060748345784087,0.0002121507935039866,0.0005209936636617838,0.00018418972586711129,-0.0005195795245085145,0.001709168396340476
-0.0017508494236902251,-0.006170957432989144,-0.0018697606197082047,-0.0001557347583434168,-5.957055513009577e-05,0.00021004139476940684,0.0005955006384580241,0.0002549860285744893,-0.0005510624761486564,0.001746280457488691
-0.0019466850879224752,-0.0065633982301953895,-0.0020279493639270385,-0.0003256532925229405,0.00020976010044679655,0.00019403617048125273,0.0006684455121673819,0.0003506179016527975,-0.0005845154790502558,0.0017112824177661153
-0.0021477432724072176,-0.006940237531690699,-0.0021765394347895636,-0.00031456511835576274,0.0003009320337033549,0.0001666786867536683,0.0007425147672657251,0.00047573098167322963,-0.0006236581978001243,0.0016083390824925133
-0.0023522238038378987,-0.007297197732644877,-0.002313698518328883,-0.00019451535852890378,0.00014129456130917943,0.00013222242076849712,0.0008203542717956739,0.0006339661093292043,-0.0006716483496462504,0.0014467512764404478
-0.0025580563342343155,-0.00763029979451362,-0.0024380760690619783,-6.715295242510848e-06,-5.967097133395213e-06,9.511796079764807e-05,0.0009033063627502534,0.0008275250507017654,-0.0007302561125298903,0.0012384437806965388
-0.0027628731819433045,-0.007935948878041369,-0.0025487281827765293,0.0001840162756273244,8.470851165447277e-05,5.844280606298745e-05,0.0009908120474912741,0.0010569037347008536,-0.0007992200675189168,0.0009958254876087126
-0.002964017276419158,-0.008211006670286708,-0.0026450079466900224,0.0001971370396254948,0.00029139474468619167,2.290639674330689e-05,0.0010805948064953354,0.0013207575539458086,-0.0008759226340443977,0.0007304703819119762
-0.0031585974561811592,-0.00845284843138771,-0.002726442413855194,0.00017291696037606774,0.0004526137594364957,-1.3202818390614476e-05,0.0011693708733478026,0.0016158170646921337,-0.0009554635290040334,0.0004526040878351887
-0.003343595402288652,-0.008659403497093442,-0.0027926169136094545,0.00025147283430942307,0.000520261301554524,-5.320163062812276e-05,0.0012537329801252702,0.0019367820383318721,-0.0010311375824249825,0.0001710884144188416
-0.003516018472575534,-0.008829178675504045,-0.002843083969571721,0.00034768008491566066,0.0003716548837077296,-0.00010077985019533779,0.0013310180176488125,0.0022761896688971665,-0.0010952523936402121,-0.00010643438045083123
-0.0036730826301208043,-0.00896126463770975,-0.002877308716032514,0.00034950986600139225,5.174407932188013e-05,-0.00015892839799110467,0.001400140977664063,0.0026243515147582053,-0.0011401629643087367,-0.0003734262632186069
-0.0038124016935638717,-0.009055325998379266,-0.002894656570194301,0.0002592453904886992,-0.00017319908611753776,-0.00022943309313073042,0.0014623178432910562,0.002969535195207785,-0.0011593622402866195,-0.0006243849249048969
-0.003932155109680387,-0.009111576299634166,-0.002894423049235383,0.0002628976655011387,-0.0003315728223563042,-0.00031299221147400676,0.001521350508077439,0.0032985811168100335,-0.00114845322849174,-0.0008547647189300579
-0.004031207431477449,-0.009130739543804386,-0.0028759006811792335,0.00020053668729661919,-0.000594904411019155,-0.0004096926983523006,0.0015830291579077723,0.0035980627323474114,-0.0011058423961243875,-0.0010608615374430757
-0.004109158724315385,-0.009114000267954989,-0.0028384742171403423,6.0902515446585974e-05,-0.0007650197293172776,-0.0005194457837099687,0.0016535088444919396,0.0038559296024851543,-0.0010330347674048623,-0.0012397052703335973
-0.004166315213242403,-0.009062944418857518,-0.0027817327789918128,-0.00010956896938231217,-0.0006022248599578008,-0.0006420843292664292,0.0017371525967589752,0.00406336428161807,-0.0009344736870095925,-0.0013890307971143902
-0.0042035817866159855,-0.0089794934756368,-0.0027055860112251734,-0.0002286576211173254,-0.00015986568926609334,-0.0007770766391962452,0.0018348420332820886,0.004216411628994492,-0.0008169430639557623,-0.0015073561913363802
-0.004222290210323401,-0.00886583438174551,-0.002610370636637574,-0.0001505396442906149,0.00034501318181849215,-0.0009230563244024629,0.0019436721869448017,0.004316878828169683,-0.0006886238638482623,-0.00159411896652509
-0.004223986861548046,-0.008724347888900776,-0.0024969340878583314,-3.911838876987438e-05,0.0008519348003165728,-0.0010774693525183417,0.002058221016531894,0.004372105762815251,-0.0005579557250482464,-0.001649768070558283
-0.004210209743358808,-0.00855753788125335,-0.0023666833027597765,-0.00013485163388329702,0.001209500695695144,-0.001236561907062388,0.0021726687141403168,0.004393468487979879,-0.00043248765096187084,-0.0016757199634857118
-0.004182285595918665,-0.008367964134587041,-0.002221589577143053,-0.00025939286570640473,0.0012646095886624607,-0.0013957498376717782,0.0022825620092007774,0.004393843196393978,-0.000317903069812663,-0.0016741538760101623
-0.004141174126052376,-0.00815818076866672,-0.002064144668526038,-0.00024058062091822076,0.0009985320179369617,-0.001550242451538011,0.0023853034537756235,0.004384611624438882,-0.00021737472197948756,-0.0016477001382396866
-0.004087378645879201,-0.00793068236852217,-0.0018972689265472477,-0.00018971425546260255,0.0005548984972964439,-0.001695721289435531,0.002479295249869456,0.00437299679823316,-0.00013134959460972594,-0.001599119206860721
-0.004020932268248279,-0.0076878593837655124,-0.0017241784591238815,-2.8253570566822398e-05,0.00014142211450465144,-0.0018288983088985634,0.002562510279919374,0.0043604756777808895,-5.779249907180163e-05,-0.0015310588780785897
-0.0039414580460769184,-0.00743196397082803,-0.0015482242296089635,0.00012886706475767948,-0.00013957249024943143,-0.0019478427024591605,0.0026315613393055235,0.004342703480645349,7.160400810172277e-06,-0.0014459307834000627
-0.0038482917714723485,-0.00716508693484089,-0.0013727203461632023,0.00018245521308036419,-0.00029207986848761125,-0.002052021833662914,0.0026819370951552245,0.0043108995970926305,6.825805437342451e-05,-0.0013459010376864892
-0.0037406488946267746,-0.006889145876431387,-0.001200780607858058,0.00020479442046775586,-0.0003029841720131835,-0.0021420415661492593,0.0027092658658935194,0.0042541747381214905,0.00013007391429654974,-0.0012329706996585083
-0.0036178129459324957,-0.0066058840810930405,-0.0010351810192853622,0.0002260595353830265,-0.0002023023184601958,-0.0022191154100874135,0.0027107855645317927,0.004162021876073827,0.00019602445022795035,-0.0011091289182633501
