0,1,2,3,4,5,6,7,8,9
-0.0017447780440407665,1.8662698356046574e-05,-0.0002596430717419294,-0.00010243708153668509,-9.218053812087463e-05,0.000489961404637012,-9.956574951262118e-05,-0.0003775049273160087,-0.00043804167401435124,0.0001216608554225496
-0.0019170755812407667,4.539447358524127e-05,-0.00031091979362570595,-0.00014273427668343375,-1.635265433494557e-05,0.0006443516534005673,-0.00016645861073165448,-0.0004878778081141278,-0.0005569445072189075,0.00027366336477216305
-0.0020892331855020484,0.00012787250922877607,-0.00017538734279496108,-6.696764851742508e-05,3.964608879379726e-05,0.0007992254502227337,-0.00014478057792274363,-0.000559622948461038,-0.0006948646622844873,0.00035708786210314925
-0.0022592482370344695,0.00018777188783819688,-9.58683296040986e-05,8.767757051175002e-05,-3.1157932752535095e-05,0.0009470308957717468,-0.00011744654666325695,-0.0005653139380856907,-0.0008571402001507011,0.00034508047087338753
-0.0024252131795473373,0.00020522304223734585,-8.779624716109138e-05,0.00012162321600827896,-0.00012645993789209284,0.0010761335618262604,-9.704023101308726e-05,-0.0004901697596189429,-0.0010490858211878945,0.00030536092651036687
-0.002585352840376968,0.00010159603662207055,-9.963310810245819e-05,9.90315595225694e-05,-0.00016106197134765798,0.001175909506509001,9.692177744667818e-06,-0.00033739310467009644,-0.001273447285180565,0.0002480653662814779
-0.002738043381499364,-6.581500394354664e-06,1.2815174042055334e-05,5.939221644435051e-05,-0.00016721729303145272,0.0012473811237215,9.323167430542816e-05,-0.00012863494834161834,-0.0015280605347644486,0.0001755109839243576
-0.0028818129887602443,-0.00011231277442613718,0.00013672406406085565,-1.751508800154223e-05,-0.0002744101128327331,0.0013063764652238292,9.433230131907229e-05,0.00010036186578057933,-0.0018044807101574786,0.00015407414396554218
-0.0030153266452036006,-0.00020628522499392722,3.539345467231635e-05,-0.00010321130945303812,-0.000514397129345802,0.0013707011733240333,-3.82418000626366e-05,0.00030832269590345946,-0.002088009748833584,0.00022792594221370555
-0.0031373592685887846,-0.0003846337195441347,-0.000302668101576642,-5.5797481953758594e-05,-0.0008142629845372392,0.001437640898276474,-0.00022028105887504727,0.00045901350982516974,-0.002359223193331648,0.00035345742956661156
-0.003246762877259798,-0.0006024661078005676,-0.0005075655575846539,2.6804624263977086e-05,-0.0009307302804043724,0.0014721147645663357,-0.00020592231927374688,0.0005299659357360383,-0.0025967839678983067,0.0004420257718656705
